matchNumber,teamNumber,tournament,value,cubesAcquired,cubesScored,startingPos,mobility,autoPyramid,autoGround,autoCubePickup,autoExchangeAttempt,autoExchangeScored,autoSwitchFarAttempt,autoSwitchFarScored,autoSwitchNearAttempt,autoSwitchNearScored,autoScaleFarAttempt,autoScaleFarScored,autoScaleNearAttempt,autoScaleNearScored,autoCubeAttempt,autoCubeScored,autoRobotAction,ownSwitchFarAttempt,ownSwitchFarScored,ownSwitchNearAttempt,ownSwichNearScored,scaleFarAttempt,scaleFarScored,scaleNearAttempt,scaleNearScored,oppSwitchFarAttempt,oppSwitchFarScored,oppSwitchNearAttempt,oppSwitchNearScored,teleExchangeAttempt,teleExchangeScored,teleSwitchAttempt,teleSwitchScored,teleScaleAttempt,teleScaleScored,teleOppSwitchAttempt,teleOppSwitchScored,telePickup,teleCubePickup,teleCubeAttempt,teleCubeScored,teleRobotAction,park,carried,hangAttempt,hangSuccess,noCarried,comments
39,6135,york,,10,11,,true,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"[""switch far 9.16""]",3,3,0,,0,0,0,0,0,0,0,0,7,7,3,3,0,0,0,0,"{""1"":8,""2"":2,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",10,10,10,"[""zone 2"",""own switch far"",""zone 2"",""own switch far"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""own switch far""]",false,false,false,false,0,
39,2609,york,,9,7,,true,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"[""switch far 4.364""]",3,3,0,,0,0,0,0,4,3,0,0,0,0,3,3,0,0,4,3,"{""1"":0,""2"":3,""3"":6,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",9,7,6,"[""zone 3"",""opp switch far"",""zone 3"",""opp switch far"",""zone 3"",""zone 3"",""opp switch far"",""zone 2"",""own switch far"",""zone 2"",""own switch far"",""zone 2"",""own switch far"",""zone 3"",""zone 3""]",true,false,false,false,0,Very fast at putting a lot of cubes on the switches -Jeffrey
39,2935,york,,6,4,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,5,4,0,0,0,0,0,0,0,0,5,4,"{""1"":0,""2"":1,""3"":5,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",6,5,4,"[""zone 2"",""opp switch far"",""zone 3"",""zone 3"",""opp switch far"",""zone 3"",""zone 3"",""opp switch far"",""zone 3"",""opp switch far""]",true,false,false,false,0,taking in the cube was bad. - kusal
39,6537,york,,0,0,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""1"":0,""2"":0,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",0,0,0,,false,false,false,false,0,didn't even move - Rudy
40,2386,york,,6,6,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,4,0,,2,2,0,0,0,0,0,0,0,0,4,4,2,2,0,0,"{""1"":1,""2"":2,""3"":2,""4"":1,""humanLoadNear"":0,""humanLoadFar"":0}",6,6,6,"[""zone 2"",""scale far"",""zone 3"",""scale far"",""zone 4"",""own switch far"",""zone 3"",""own switch far"",""zone 1"",""own switch far"",""zone 2"",""own switch far""]",false,false,true,true,0,
40,6878,york,,7,8,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,3,0,,0,0,0,0,0,0,0,0,6,5,2,3,0,0,0,0,"{""1"":7,""2"":0,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",7,8,8,"[""own switch far"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""own switch far"",""zone 1"",""own switch far"",""zone 1"",""exchange""]",false,false,false,false,0,
40,6461,york,,0,0,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""1"":0,""2"":0,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",0,0,0,,false,false,false,false,0,lost connection -Awais
40,6323,york,,10,6,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,7,5,1,1,0,0,0,0,7,5,"{""1"":2,""2"":0,""3"":0,""4"":2,""humanLoadNear"":5,""humanLoadFar"":1}",10,8,6,"[""human Load Far"",""opp switch near"",""human Load Near"",""zone 4"",""opp switch near"",""human Load Near"",""opp switch near"",""human Load Near"",""opp switch near"",""human Load Near"",""opp switch near"",""human Load Near"",""zone 4"",""zone 1"",""exchange"",""zone 1""]",false,false,false,false,0,
40,2056,york,,12,12,,true,1,1,2,0,0,0,0,1,1,0,0,1,1,1,2,"[""switch near 2.744"",""pyramid 5.959"",""scale near 11.045"",""ground pickup 14.18""]",0,0,0,,0,0,6,5,0,0,3,3,2,2,0,0,6,5,3,3,"{""1"":3,""2"":3,""3"":4,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",10,11,10,"[""scale near"",""zone 3"",""opp switch near"",""zone 3"",""opp switch near"",""zone 3"",""opp switch near"",""zone 3"",""scale near"",""zone 2"",""scale near"",""zone 2"",""scale near"",""zone 1"",""zone 2"",""scale near"",""zone 1"",""exchange"",""zone 1"",""exchange""]",true,false,true,false,0,Very fast at putting a lot of cubes on both the switches and the scale -Jeffrey
40,3161,york,,6,5,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,"{""1"":6,""2"":0,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",6,5,5,"[""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""zone 1"",""exchange""]",false,false,false,false,0,robot had problems when throwing cubes into the exchange - kusal
41,5699,york,,5,5,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,,0,0,0,0,1,1,0,0,3,3,2,1,0,0,1,1,"{""1"":5,""2"":0,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",5,6,5,"[""exchange"",""zone 1"",""own switch far"",""zone 1"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""opp switch far""]",false,false,false,false,0,
41,6632,york,,9,6,,false,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"[""switch far 5.774""]",2,2,0,,0,0,3,2,1,1,0,0,0,0,2,2,3,2,1,1,"{""1"":1,""2"":7,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":1}",9,6,5,"[""zone 2"",""zone 2"",""scale near"",""zone 2"",""zone 2"",""scale near"",""zone 2"",""zone 2"",""own switch far"",""zone 2"",""own switch far"",""zone 1"",""opp switch far"",""human Load Far""]",false,false,false,false,0,
41,3560,york,,7,3,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,"{""1"":0,""2"":0,""3"":0,""4"":1,""humanLoadNear"":6,""humanLoadFar"":0}",7,4,3,"[""human Load Near"",""opp switch near"",""human Load Near"",""human Load Near"",""human Load Near"",""opp switch near"",""zone 4"",""opp switch near"",""human Load Near"",""human Load Near""]",false,false,false,false,0,
41,4976,york,,5,4,,true,0,1,1,0,0,0,0,0,0,0,0,2,2,0,2,"[""scale near 7.912"",""ground pickup 12.293"",""scale near 43.178""]",0,0,0,,0,0,2,2,0,0,0,0,1,0,0,0,2,2,0,0,"{""1"":0,""2"":0,""3"":3,""4"":0,""humanLoadNear"":1,""humanLoadFar"":0}",4,3,2,"[""zone 3"",""scale near"",""zone 3"",""zone 3"",""scale near"",""human Load Near""]",false,false,false,false,0,really good at scoring at the scale
41,2200,york,,10,11,,true,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,"[""switch near 4.439""]",0,0,1,,5,5,0,0,0,0,0,0,4,4,1,1,5,5,0,0,"{""1"":6,""2"":4,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",10,10,10,"[""zone 1"",""scale far"",""zone 2"",""scale far"",""zone 2"",""scale far"",""zone 2"",""scale far"",""zone 2"",""scale far"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""own switch near""]",true,false,true,false,0,sometimes got cubes stuck in the intake but they were easily unsdtuck -Tobias 
41,6342,york,,4,3,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,"{""1"":3,""2"":1,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",4,3,3,"[""zone 2"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange""]",false,false,false,false,0,"Was very loosely holding cubes, shoved them into the exchange, was very aggressive towards other bots -Jeffrey"
42,188,york,,8,9,,true,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,"[""scale far 11.373""]",0,0,0,,3,3,0,0,5,5,0,0,0,0,0,0,3,3,5,5,"{""1"":0,""2"":0,""3"":2,""4"":0,""humanLoadNear"":1,""humanLoadFar"":5}",8,8,8,"[""zone 3"",""scale far"",""zone 3"",""scale far"",""human Load Far"",""scale far"",""human Load Far"",""opp switch far"",""human Load Far"",""opp switch far"",""human Load Far"",""opp switch far"",""human Load Far"",""opp switch far"",""human Load Near"",""opp switch far""]",false,false,true,true,0,
42,3683,york,,8,9,,true,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,"[""scale near 4.117""]",0,0,0,,0,0,8,8,0,0,0,0,0,0,0,0,8,8,0,0,"{""1"":0,""2"":4,""3"":4,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",8,8,8,"[""zone 2"",""scale near"",""zone 2"",""scale near"",""zone 2"",""scale near"",""zone 2"",""scale near"",""zone 3"",""scale near"",""zone 3"",""scale near"",""zone 3"",""scale near"",""zone 3"",""scale near""]",false,false,false,false,0,
42,6130,york,,5,4,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,"{""1"":5,""2"":0,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",5,4,4,"[""zone 1"",""zone 1"",""exchange"",""zone 1"",""own switch far"",""zone 1"",""exchange"",""zone 1"",""exchange""]",false,false,false,false,0,Slow and sluggish movement and actions
42,4069,york,,6,7,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,0,,4,4,0,0,0,0,0,0,0,0,3,3,4,4,0,0,"{""1"":3,""2"":3,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",6,7,7,"[""scale far"",""zone 2"",""scale far"",""zone 2"",""scale far"",""zone 2"",""own switch far"",""zone 1"",""own switch far"",""zone 1"",""own switch far"",""zone 1"",""scale far""]",false,false,false,false,0,played very good on the scale Awais
42,5921,york,,6,5,,true,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,"[""scale near 8.656""]",0,0,0,,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,"{""1"":0,""2"":1,""3"":0,""4"":0,""humanLoadNear"":5,""humanLoadFar"":0}",6,4,4,"[""zone 2"",""opp switch near"",""human Load Near"",""opp switch near"",""human Load Near"",""opp switch near"",""human Load Near"",""human Load Near"",""opp switch near"",""human Load Near""]",true,false,false,false,0,"I mistapped during the auto phase, the bot did not place a cube on the scale. It was very good at slowly adding onto the switches"
42,4992,york,,9,9,,true,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,"[""switch near 12.688""]",0,0,1,,0,0,0,0,0,0,0,0,7,7,1,1,0,0,0,0,"{""1"":9,""2"":0,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",9,8,8,"[""zone 1"",""own switch near"",""zone 1"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange""]",true,false,false,false,0,amazing vault bot -Tobias
43,5409,york,,4,5,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,5,0,,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,"{""1"":0,""2"":4,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",4,5,5,"[""own switch far"",""zone 2"",""own switch far"",""zone 2"",""own switch far"",""zone 2"",""own switch far"",""zone 2"",""own switch far""]",false,false,false,false,0,
43,4039,york,,14,11,,true,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,"[""pyramid 6.61"",""switch near 14.889""]",0,0,6,,0,0,0,0,0,0,0,0,4,4,6,6,0,0,0,0,"{""1"":11,""2"":2,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",13,10,10,"[""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""own switch near"",""zone 1"",""own switch near"",""zone 1"",""own switch near"",""zone 1"",""zone 1"",""own switch near"",""zone 1"",""zone 1"",""own switch near"",""zone 1"",""own switch near"",""zone 2"",""zone 2"",""exchange""]",false,false,false,false,0,
43,1334,york,,10,8,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,"{""1"":10,""2"":0,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",10,10,8,"[""exchange"",""zone 1"",""zone 1"",""exchange"",""zone 1"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange""]",false,false,true,true,0,"Can hang off to the side, allowing two to hang at once."
43,4902,york,,1,1,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"{""1"":0,""2"":1,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",1,1,1,"[""own switch near"",""zone 2""]",false,false,false,false,0,died right at the begging of teleop - Tobias
43,6070,york,,4,3,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,0,0,0,0,0,0,2,2,0,0,1,1,0,0,2,2,"{""1"":1,""2"":0,""3"":1,""4"":0,""humanLoadNear"":2,""humanLoadFar"":0}",4,3,3,"[""zone 3"",""opp switch near"",""human Load Near"",""opp switch near"",""human Load Near"",""own switch near"",""zone 1""]",true,false,false,false,0,"Had some problems loading with the human load, but was good at disrupting the enemy in their end"
43,1241,york,,10,9,,false,1,0,1,0,0,1,1,0,0,0,0,1,1,1,2,"[""switch far 3.612"",""pyramid 7.551"",""scale near 13.565""]",0,0,0,,0,0,0,0,8,7,0,0,0,0,0,0,0,0,8,7,"{""1"":0,""2"":0,""3"":3,""4"":1,""humanLoadNear"":0,""humanLoadFar"":5}",9,8,7,"[""zone 3"",""opp switch far"",""zone 3"",""opp switch far"",""zone 3"",""opp switch far"",""human Load Far"",""opp switch far"",""human Load Far"",""opp switch far"",""human Load Far"",""opp switch far"",""human Load Far"",""opp switch far"",""zone 4"",""human Load Far""]",false,false,true,true,0,very good bot -Awais
44,3571,york,,0,0,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""1"":0,""2"":0,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",0,0,0,,false,false,false,false,0,Bot didn't work in tele.
44,6339,york,,0,0,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""1"":0,""2"":0,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",0,0,0,,true,false,false,false,0,
44,5406,york,,14,13,,true,1,0,1,0,0,0,0,2,2,0,0,0,0,2,2,"[""switch near 6.764"",""pyramid 11.337"",""switch near 16.713""]",0,0,0,,0,0,0,0,0,0,3,2,9,9,0,0,0,0,3,2,"{""1"":9,""2"":0,""3"":4,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",13,12,11,"[""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 3"",""opp switch near"",""zone 3"",""zone 3"",""opp switch near"",""zone 3""]",false,false,true,true,0,
44,4618,york,,4,5,,true,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,"[""scale near 18.352""]",0,0,1,,0,0,3,3,0,0,0,0,0,0,1,1,3,3,0,0,"{""1"":0,""2"":4,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",4,4,4,"[""zone 2"",""scale near"",""zone 2"",""scale near"",""zone 2"",""scale near"",""zone 2"",""own switch near""]",false,false,false,false,0,
44,4932,york,,6,6,,true,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"[""switch far 8.699""]",1,0,0,,1,1,0,0,3,3,0,0,1,1,1,0,1,1,3,3,"{""1"":2,""2"":2,""3"":2,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",6,6,5,"[""zone 2"",""scale far"",""zone 2"",""opp switch far"",""zone 3"",""opp switch far"",""zone 3"",""opp switch far"",""zone 1"",""exchange"",""zone 1""]",false,false,true,true,0,"Good all-around, had a few problems with intake -Jeffrey"
44,5776,york,,1,2,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,"{""1"":0,""2"":0,""3"":0,""4"":0,""humanLoadNear"":1,""humanLoadFar"":0}",1,2,2,"[""own switch far"",""human Load Near"",""opp switch far""]",false,false,false,false,0,Slammed into the boundaries multiple times; very little control
45,2935,york,,11,10,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,4,,0,0,0,0,0,0,0,0,6,6,4,4,0,0,0,0,"{""1"":8,""2"":3,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",11,10,10,"[""zone 2"",""own switch near"",""zone 2"",""own switch near"",""zone 2"",""zone 1"",""exchange"",""zone 1"",""own switch near"",""zone 1"",""own switch near"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange""]",true,false,false,false,0,
45,2609,york,,7,5,,true,1,0,1,0,0,2,2,0,0,0,0,0,0,2,2,"[""switch far NaN"",""pyramid NaN"",""switch far NaN""]",2,2,0,,0,0,0,0,3,1,0,0,0,0,2,2,0,0,3,1,"{""1"":0,""2"":2,""3"":3,""4"":0,""humanLoadNear"":0,""humanLoadFar"":1}",6,5,3,"[""zone 2"",""own switch far"",""zone 2"",""own switch far"",""zone 3"",""zone 3"",""zone 3"",""opp switch far"",""human Load Far""]",true,false,false,false,0,"Fast switch cycles, drive team indecisive."
45,1374,york,,4,2,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,"{""1"":0,""2"":0,""3"":1,""4"":0,""humanLoadNear"":1,""humanLoadFar"":2}",4,2,2,"[""zone 3"",""human Load Far"",""opp switch far"",""human Load Far"",""human Load Near"",""opp switch far""]",true,false,false,false,0,
45,6878,york,,8,9,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,,0,0,0,0,0,0,0,0,8,8,1,1,0,0,0,0,"{""1"":8,""2"":0,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",8,9,9,"[""own switch far"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange""]",true,false,false,false,0,did really good at exchange-Awais 
45,4519,york,,3,2,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,4,,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,"{""1"":0,""2"":3,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",3,4,2,"[""own switch near"",""zone 2"",""zone 2"",""zone 2"",""own switch near""]",false,false,false,false,0,"Missed the switches while very close to them a few times, was able to prevent opposing bots from moving around too much in the red end -Jeffrey"
45,3161,york,,12,10,,true,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,1,,0,0,1,1,0,0,9,7,1,1,1,1,1,1,9,7,"{""1"":1,""2"":1,""3"":6,""4"":0,""humanLoadNear"":4,""humanLoadFar"":0}",12,12,10,"[""zone 2"",""scale near"",""zone 3"",""opp switch near"",""zone 3"",""opp switch near"",""zone 3"",""opp switch near"",""zone 3"",""opp switch near"",""zone 3"",""human Load Near"",""opp switch near"",""zone 3"",""human Load Near"",""opp switch near"",""human Load Near"",""opp switch near"",""human Load Near"",""own switch near"",""zone 1"",""exchange""]",false,false,true,true,0,"x drive, tech foul launcing-Tobias"
46,4069,york,,12,8,,true,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,"[""ground pickup NaN"",""ground pickup NaN""]",0,0,0,,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,"{""1"":9,""2"":1,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",10,8,8,"[""zone 2"",""exchange"",""zone 1"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""zone 1"",""exchange"",""zone 1"",""exchange""]",false,false,true,true,0,
46,6135,york,,6,6,,true,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"[""switch far 12.957""]",1,1,0,,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,0,"{""1"":6,""2"":0,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",6,5,5,"[""zone 1"",""exchange"",""zone 1"",""zone 1"",""own switch far"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange""]",false,false,false,false,0,
46,5921,york,,4,3,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,,0,0,0,0,2,2,0,0,0,0,1,1,0,0,2,2,"{""1"":1,""2"":0,""3"":0,""4"":0,""humanLoadNear"":2,""humanLoadFar"":1}",4,3,3,"[""zone 1"",""opp switch far"",""human Load Far"",""opp switch far"",""human Load Near"",""own switch far"",""human Load Near""]",false,false,false,false,0,Rotary axis is slow
46,6070,york,,5,5,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,0,0,0,0,0,0,4,4,0,0,1,1,0,0,4,4,"{""1"":0,""2"":0,""3"":0,""4"":0,""humanLoadNear"":5,""humanLoadFar"":0}",5,5,5,"[""own switch near"",""human Load Near"",""opp switch near"",""human Load Near"",""opp switch near"",""human Load Near"",""opp switch near"",""human Load Near"",""opp switch near"",""human Load Near""]",false,false,false,false,0,Good at preventing the other team from getting too many points off of their switch -Jeffrey
46,6632,york,,7,6,,true,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,"[""ground pickup 7.285"",""switch near 8.105""]",0,0,5,,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,"{""1"":0,""2"":6,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",6,5,5,"[""zone 2"",""zone 2"",""own switch near"",""zone 2"",""own switch near"",""zone 2"",""own switch near"",""zone 2"",""own switch near"",""zone 2"",""own switch near""]",true,false,true,false,0,had some intake issues in the begging of the match- Tobias
46,5699,york,,3,3,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,0,,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,"{""1"":1,""2"":2,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",3,3,3,"[""own switch far"",""zone 2"",""zone 2"",""own switch far"",""zone 1"",""own switch far""]",true,false,false,false,0,very slow and drivers need more practice
47,5406,york,,8,4,,true,1,0,1,0,0,0,0,2,1,0,0,0,0,2,1,"[""switch near 6.705"",""pyramid 11.01""]",0,0,0,,0,0,5,3,0,0,0,0,0,0,0,0,5,3,0,0,"{""1"":2,""2"":1,""3"":4,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",7,5,3,"[""zone 1"",""scale near"",""zone 3"",""zone 3"",""scale near"",""zone 3"",""zone 3"",""scale near"",""zone 1"",""zone 2""]",false,false,true,false,0,
47,6339,york,,1,0,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""1"":0,""2"":0,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":1}",1,0,0,"[""human Load Far""]",false,false,false,false,0,played defense
47,2386,york,,8,9,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,"{""1"":7,""2"":1,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",8,9,9,"[""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 2"",""exchange""]",false,false,false,false,0,Very fast at moving cubes into the exchange -Jeffrey
47,2200,york,,8,7,,true,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,"[""scale near 8.429""]",0,0,3,,0,0,5,5,0,0,0,0,0,0,3,1,5,5,0,0,"{""1"":0,""2"":8,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",8,8,6,"[""zone 2"",""scale near"",""zone 2"",""zone 2"",""zone 2"",""own switch near"",""zone 2"",""scale near"",""zone 2"",""scale near"",""zone 2"",""scale near"",""zone 2"",""scale near""]",false,false,true,true,0,
47,1334,york,,8,7,,true,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"[""switch far 9.301""]",1,1,0,,0,0,0,0,0,0,0,0,6,5,1,1,0,0,0,0,"{""1"":8,""2"":0,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",8,7,6,"[""zone 1"",""own switch far"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""zone 1""]",false,false,true,true,0,
47,3683,york,,9,6,,true,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,"[""scale far 5.61""]",0,0,0,,9,5,0,0,0,0,0,0,0,0,0,0,9,5,0,0,"{""1"":0,""2"":8,""3"":1,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",9,9,5,"[""zone 3"",""scale far"",""zone 2"",""zone 2"",""scale far"",""zone 2"",""scale far"",""zone 2"",""scale far"",""zone 2"",""zone 2"",""zone 2"",""scale far"",""zone 2""]",false,false,true,true,0,efficient scale cycles. drive team can play with different strategies at a time
